id,kor_co_nm,fin_prdt_cd,fin_prdt_nm,join_way,mtrt_int,spcl_cnd,join_deny,join_member,etc_note,fin_co_subm_day,max_limit
1564,더블저축은행,240001,정기예금,['영업점'],"*만기경과 1개월이내 : 
- 해당 약정기간 정기예금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,1,제한없음,예금자보호한도외 기타사항 없음,202411180806,-1
1565,더블저축은행,241003,"정기예금(인터넷뱅킹,스마트뱅킹)","['인터넷', '스마트폰']","*만기경과 1개월이내 : 
- 해당 약정기간 정기예금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,1,제한없음,예금자보호한도외 기타사항 없음,202411180806,-1
1566,센트럴저축은행,24,정기예금,['영업점'],"(만기 후 예치 기간 기준)
* 1개월까지: 당초 약정이율
* 1개월 초과: 0.5%",없음.,1,제한없음.,"중도해지 이율
(실 예치 기간 기준)
*1개월 미만: 0.5%
*1개월~3개월 미만: 1.80%
*3개월~6개월 미만: 1.85%
*6개월~11개월 미만: 1.90%
*11개월 이상: 2.00%",202411200825,-1
1567,센트럴저축은행,240007,"정기예금 (인터넷뱅킹,스마트뱅킹,비대면)","['인터넷', '스마트폰']","(만기 후 예치 기간 기준)
* 1개월까지: 당초 약정이율
* 1개월 초과: 0.5%",없음.,1,제한없음.,"중도해지 이율
(실 예치 기간 기준)
*1개월 미만: 0.5%
*1개월~3개월 미만: 1.75%
*3개월~6개월 미만: 1.80%
*6개월~11개월 미만: 1.85%
*11개월 이상: 1.90%",202408210757,-1
1568,스마트저축은행,WR0001A,정기예금,['영업점'],"○ 만기후 1개월이내 : 가입당시 약정이율과 만기시점 해당상품 신규약정이율 중 낮은이율
○ 만기후 1개월이후 : 0.3%",해당없음,1,제한없음,가입한도 없음,202411200809,-1
1569,스마트저축은행,WR0001J,e-정기예금,"['인터넷', '스마트폰']","○ 만기후 1개월이내 : 가입당시 약정이율과 만기시점 해당상품 신규약정이율 중 낮은이율
○ 만기후 1개월이후 : 0.3%",해당없음,1,제한없음,"가입채널 제한(인터넷, 스마트폰 전용) / 본 상품은 한도금액 초과 시 조기에 소진될 수 있습니다.",202411200809,-1
1570,스마트저축은행,WR0001M,e-로운 정기예금,['스마트폰'],"○ 만기후 1개월이내 : 가입당시 약정이율과 만기시점 해당상품 신규약정이율 중 낮은이율
○ 만기후 1개월이후 : 0.3%",해당없음,1,제한없음,가입채널 제한(스마트폰 전용) / 본 상품은 한도금액 초과 시 조기에 소진될 수 있습니다.,202411200809,-1
1571,한국투자저축은행,240001,정기예금,['영업점'],"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",- 없음,1,제한없음,없음,202411190831,999999999
1572,한국투자저축은행,240036,인터넷정기예금,['인터넷'],"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%","- 없음,
- 판매한도 소진시 별도 안내 없이 조기 판매 종료됩니다.",1,제한없음,- 판매한도 소진시 별도 안내 없이 조기 판매 종료됩니다.,202411190831,999999999
1573,한국투자저축은행,240081,비대면 정기예금,['스마트폰'],"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%","- 없음,
- 판매한도 소진시 별도 안내 없이 조기 판매 종료됩니다.",1,제한없음,- 판매한도 소진시 별도 안내 없이 조기 판매 종료됩니다.,202411190831,999999999
1574,한국투자저축은행,240180,회전정기예금 (1년 단위 변동금리상품),['영업점'],"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",- 없음,1,제한없음,- 12개월 단위 회전식 정기예금 (36개월 만기 정기예금으로 가입 후 매 12개월 마다 해당시점 금리로 자동연장되는 변동금리 상품),202408050842,999999999
1575,한국투자저축은행,240182,인터넷회전정기예금 (1년 단위 변동금리상품),['인터넷'],"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%","- 없음,
- 판매한도 소진시 별도 안내 없이 조기 판매 종료됩니다.",1,제한없음,- 12개월 단위 회전식 정기예금 (36개월 만기 정기예금으로 가입 후 매 12개월 마다 해당시점 금리로 자동연장되는 변동금리 상품),202408050842,999999999
1576,한국투자저축은행,240184,비대면회전정기예금 (1년 단위 변동금리상품),['스마트폰'],"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%","- 없음,
- 판매한도 소진시 별도 안내 없이 조기 판매 종료됩니다.",1,제한없음,- 12개월 단위 회전식 정기예금 (36개월 만기 정기예금으로 가입 후 매 12개월 마다 해당시점 금리로 자동연장되는 변동금리 상품),202408050842,999999999
1577,한국투자저축은행,240194,회전정기예금 (1년 단위 변동금리상품),['영업점'],"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",- 없음,1,제한없음,- 12개월 단위 회전식 정기예금 (36개월 만기 정기예금으로 가입 후 매 12개월 마다 해당시점 금리로 자동연장되는 변동금리 상품),202411190831,999999999
1578,한국투자저축은행,240196,인터넷회전정기예금 (1년 단위 변동금리상품),['인터넷'],"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%","- 없음,
- 판매한도 소진시 별도 안내 없이 조기 판매 종료됩니다.",1,제한없음,- 12개월 단위 회전식 정기예금 (36개월 만기 정기예금으로 가입 후 매 12개월 마다 해당시점 금리로 자동연장되는 변동금리 상품),202411190831,999999999
1579,한국투자저축은행,240198,비대면회전정기예금 (1년 단위 변동금리상품),['스마트폰'],"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%","- 없음,
- 판매한도 소진시 별도 안내 없이 조기 판매 종료됩니다.",1,제한없음,- 12개월 단위 회전식 정기예금 (36개월 만기 정기예금으로 가입 후 매 12개월 마다 해당시점 금리로 자동연장되는 변동금리 상품),202411190831,999999999
1580,한국투자저축은행,240202,중도해지안심정기예금,['영업점'],"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",-예적금담보대출 가산금리 우대(상품약정금리+0.5%)창구 방문하여 해당상품을 담보로 제공한 대출 실행 시에만 해당,1,제한없음,없음,202411190831,999999999
1581,라온저축은행,240009,정기예금 비대면,"['인터넷', '스마트폰']","- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",-,1,제한없음,최소금액 10만원이상,202407180920,1000000000
1582,라온저축은행,240013,정기예금,['영업점'],"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",- 수성지점가입시 0.25% 우대금리적용(1년),1,제한없음,최소금액 10만원이상,202407180920,1000000000
1583,드림저축은행,240001,정기예금,['영업점'],"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",없음,1,-제한없음,-,202410241825,-1
1584,드림저축은행,240007,인터넷정기예금,['인터넷'],"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,1,-제한없음,-인터넷 전용,202406100855,-1
1585,드림저축은행,240010,톡톡정기예금(비대면),['스마트폰'],"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,1,-제한없음,-스마트폰 전용,202406100855,-1
1586,대아상호저축은행,240004,정기예금,['영업점'],"- 만기 후 1개월 이내 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
- 만기 후 1개월 초과 : 보통예금 이율",없음,1,제한없음,"예금자보호법에 따라 예금보험공사가 보호하되, 원금과 소정의 이자를 합하여 1인당 ""최고 5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",202401191445,-1
1587,머스트삼일저축은행,240008,정기예금,['영업점'],"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,1,제한없음,없음,202408060837,-1
1588,머스트삼일저축은행,240010,e-정기예금,['인터넷'],"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,1,제한없음,없음,202411151659,-1
1589,머스트삼일저축은행,240013,비대면정기예금,['스마트폰'],"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,1,제한없음,없음,202411151659,-1
1590,머스트삼일저축은행,380001,자유적립예금,['영업점'],"- 만기후 1개월 이내 : 1.2%
- 만기후 1개월 초과 : 연0.2%",없음,1,제한없음,없음,202109080901,-1
1591,참저축은행,C614001,정기예금,['영업점'],*만기 후 1개월 간 : 가입이율과 만기일 당시 기간별 정기예금이율 중 낮은 단리 이율 ＊만기후 1개월초과 : 보통예금 이율 적용대상 : 19.07.01 신규가입자부터 적용 (이전가입자는 영업점 확인요망),없음,1,제한없음,없음,202411060828,-1
1592,참저축은행,C614002,e-정기예금,"['인터넷', '스마트폰']",*만기 후 1개월 간 : 가입이율과 만기일 당시 기간별 정기예금이율 중 낮은 단리 이율 ＊만기후 1개월초과 : 보통예금 이율 * 적용대상 : 19.07.01 신규가입자부터 적용 (이전가입자는 영업점 확인요망),없음,1,제한없음,"인터넷뱅킹, SB톡톡플러스 로그인 시",202411060828,-1
1593,참저축은행,C614003,비대면정기예금,['스마트폰'],*만기 후 1개월 간 : 가입이율과 만기일 당시 기간별 정기예금이율 중 낮은 단리 이율 ＊만기후 1개월초과 : 보통예금 이율 * 적용대상 : 19.07.01 신규가입자부터 적용 (이전가입자는 영업점 확인요망),없음,1,만19세 이상 내국인(법인불가),SB톡톡플러스 비로그인서비스로 신규가입 시,202411060828,50000000
1594,오성저축은행,240001,정기예금,['영업점'],"1개월이하-약정금리와 기준금리 중 낮은금리
1개월초과-보통예금이율",없음,1,제한없음,없음,202407181106,-1
1595,오성저축은행,240002,정기예금(비대면),"['인터넷', '스마트폰']","1개월이하-약정금리와 기준금리 중 낮은금리
1개월초과-보통예금이율",없음,1,제한없음,없음,202407181106,-1
1596,오성저축은행,240003,회전식정기예금,['영업점'],"1개월이하-약정금리와 기준금리 중 낮은금리
1개월초과-보통예금이율",없음,1,제한없음,없음,202407181106,-1
1597,오성저축은행,240004,회전식정기예금(비대면),"['인터넷', '스마트폰']","1개월이하-약정금리와 기준금리 중 낮은금리
1개월초과-보통예금이율",없음,1,제한없음,없음,202407181106,-1
1598,오성저축은행,240005,회전식정기예금 6M,['영업점'],"1개월이하-약정금리와 기준금리 중 낮은금리
1개월초과-보통예금이율",없음,1,제한없음,없음,202407181106,-1
1599,오성저축은행,240006,회전식정기예금 6M (비대면),"['인터넷', '스마트폰']","1개월이하-약정금리와 기준금리 중 낮은금리
1개월초과-보통예금이율",없음,1,제한없음,없음,202407181106,-1
1600,대원상호저축은행,240002,정기예금,['영업점'],"1. 만기후 1개월 이내: 가입당시 약정금리 적용
2. 만기후 1개월 초과: 보통예금 이율",없음,1,제한없음,최소금액: 10만원 이상,202409200954,48400000
1601,에스앤티저축은행,240014,정기예금,['영업점'],"-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 초과 : 0.20% (보통예금 금리적용)",없음,1,제한없음,"예금자보호법에 의해 원리금 기준 5,000만원까지 보호",202411220836,-1
1602,에스앤티저축은행,240016,정기예금(비대면),"['인터넷', '스마트폰']","-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 초과 : 0.20% (보통예금 금리적용)",없음,1,제한없음,"예금자보호법에 의해 원리금 기준 5,000만원까지 보호",202411220836,-1
1603,솔브레인저축은행,240001,정기예금,['영업점'],"- 만기후 1개월 까지 : 계약기간별 [가입 시 약정이율과 만기 시 약정이율] 중 낮은이율
- 만기후 1개월 이후 : 보통예금 이율(0.3%)",없음,1,제한없음,없음,202411220809,-1
1604,솔브레인저축은행,240007,e-정기예금,"['인터넷', '스마트폰']","- 만기후 1개월 까지 : 계약기간별 [가입 시 약정이율과 만기 시 약정이율] 중 낮은이율
- 만기후 1개월 이후 : 보통예금 이율(0.3%)",없음,1,제한없음,없음,202411220809,-1
1605,솔브레인저축은행,240010,정기예금(비대면),['스마트폰'],"- 만기후 1개월 까지 : 계약기간별 [가입 시 약정이율과 만기 시 약정이율] 중 낮은이율
- 만기후 1개월 이후 : 보통예금 이율(0.3%)",없음,1,개인(만19세이상),없음,202411220809,-1
1606,동원제일저축은행,240001,정기예금,['영업점'],"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 금리 적용",없음,1,제한없음,없음,202411181740,-1
1607,동원제일저축은행,240009,정기예금(비대면),"['인터넷', '스마트폰']",-만기 후 1개월 이하:약정 금리와 만기일 현재 정기예금 금리중 낮은 금리적용 -만기 후 1개월 초과: 보통예금 금리 적용,없음,1,제한없음,계좌당 가입한도:5천만원,202411181740,50000000
1608,동원제일저축은행,240016,회전정기예금(변동금리),['영업점'],-만기 후 1개월 까지: 최종약정이율과 현재이율 중 낮은금리 적용 -만기 후 1개월 초과: 보통예금 금리 적용,없음,1,제한없음,없음,202411181740,-1
1609,동원제일저축은행,240018,회전정기예금-비대면(변동금리),"['인터넷', '스마트폰']",-만기 후 1개월 까지: 최종약정이율과 현재이율 중 낮은금리 적용 -만기 후 1개월 초과: 보통예금 금리 적용,없음,1,제한없음,계좌당 가입한도:5천만원,202411181740,50000000
1610,조흥저축은행,JH0001A,정기예금(통영),['영업점'],"만기후1개월이내 약정금리와 현행고시금리중 낮은 이율
1개월초과시 보통예금 이자율 적용",없음,1,제한없음,제한없음,202411190818,-1
1611,조흥저축은행,JH0002A,정기예금(거제),['영업점'],"만기후1개월이내 약정금리와 현행고시금리중 낮은 이율
1개월초과시 보통예금 이자율 적용",없음,1,제한없음,제한없음,202411190818,-1
1612,조흥저축은행,JH0003C,e-정기예금,"['인터넷', '스마트폰']","만기후1개월이내 약정금리와 현행고시금리중 낮은 이율
1개월초과시 보통예금 이자율 적용",없음,1,제한없음,제한없음,202411190818,-1
1613,진주저축은행,240001,"정기예금(진주,통영)",['영업점'],"ㆍ만기일~1개월 까지 : 최초 약정이율과 만기 후 동일상품 신규가입이율 중 낮은 이율

ㆍ1개월 초과 
: 연 0.1%",없음,1,비거주 외국인 외 제한없음,"-만65세 이상 비과세 종합저축 5,000만원 가능",202407290829,-1
1614,진주저축은행,240008,"정기예금(부산,울산,창원)",['영업점'],"ㆍ만기일~1개월 까지 : 최초 약정이율과 만기 후 동일상품 신규가입이율 중 낮은 이율

ㆍ1개월 초과 
: 연 0.1%",없음,1,비거주 외국인 외 제한없음,"-만65세 이상 비과세 종합저축 5,000만원 가능",202407290829,-1
1615,진주저축은행,240011,M-정기예금(비대면),['스마트폰'],"ㆍ만기일~1개월 까지 : 최초 약정이율과 만기 후 동일상품 신규가입이율 중 낮은 이율

ㆍ1개월 초과 
: 연 0.1%",없음,1,비거주 외국인 외 제한없음,"-만65세 이상 비과세 종합저축 5,000만원 가능",202407290829,-1
1616,진주저축은행,240013,E-정기예금(비대면),['인터넷'],"ㆍ만기일~1개월 까지 : 최초 약정이율과 만기 후 동일상품 신규가입이율 중 낮은 이율

ㆍ1개월 초과 
: 연 0.1%",없음,1,비거주 외국인 외 제한없음,"-만65세 이상 비과세 종합저축 5,000만원 가능",202407290829,-1
1617,진주저축은행,240016,지니뱅크-정기예금(비대면),['스마트폰'],"ㆍ만기일~1개월 까지 : 최초 약정이율과 만기 후 동일상품 신규가입이율 중 낮은 이율

ㆍ1개월 초과 
: 연 0.1%",없음,1,비거주 외국인 외 제한없음,"-만65세 이상 비과세 종합저축 5,000만원 가능",202407290829,-1
1618,진주저축은행,240021,"안심정기예금(진주,통영) (창구전용)",['영업점'],"ㆍ만기일~1개월 까지 : 최초 약정이율과 만기 후 동일상품 신규가입이율 중 낮은 이율

ㆍ1개월 초과 
: 연 0.1%",없음,1,비거주 외국인 외 제한없음,"-만65세 이상 비과세 종합저축 5,000만원 가능",202407290829,-1
1619,진주저축은행,240022,"안심정기예금(부산,창원,울산) (창구전용)",['영업점'],"ㆍ만기일~1개월 까지 : 최초 약정이율과 만기 후 동일상품 신규가입이율 중 낮은 이율

ㆍ1개월 초과 
: 연 0.1%",없음,1,비거주 외국인 외 제한없음,"-만65세 이상 비과세 종합저축 5,000만원 가능",202407290829,-1
1620,예가람저축은행,240001,정기예금,['영업점'],"* 만기후 1개월 이내 : 가입당시 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
* 만기후 1개월 초과 : 보통예금금리",예적금 만기 후 원금 12개월 이상 재예치시 : 0.1% 우대,1,제한없음,영업점 전용상품,202411010836,-1
1621,예가람저축은행,240008,e-정기예금,"['인터넷', '스마트폰']","* 만기후 1개월 이내 : 가입당시 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
* 만기후 1개월 초과 : 보통예금금리",예적금 만기 후 원금 12개월 이상 재예치시 : 0.1% 우대,1,제한없음,"인터넷뱅킹, 스마트폰",202411010836,-1
1622,예가람저축은행,240017,안심Plus 정기예금,['영업점'],"* 만기후 1개월 이내 : 가입당시 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
* 만기후 1개월 초과 : 보통예금금리","* 13개월 이상 ~ 24개월 미만 중도해지시 가입당시 1년 정기예금 금리 적용
* 24개월 이상 ~ 36개월 미만 중도해지시
가입당시 2년 정기예금 금리 적용 * 예적금 만기 후 원금 36개월 이상 재예치시 : 0.1% 우대",1,제한없음,영업점 전용상품,202405290850,-1
1623,예가람저축은행,240019,e-안심Plus 정기예금,"['인터넷', '스마트폰']","* 만기후 1개월 이내 : 가입당시 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
* 만기후 1개월 초과 : 보통예금금리","비대면 가입
* 13개월 이상 ~ 24개월 미만 중도해지시 가입당시 1년 정기예금 금리 적용
* 24개월 이상 ~ 36개월 미만 중도해지시
가입당시 2년 정기예금 금리 적용",1,제한없음,"인터넷뱅킹, 스마트폰",202405290850,-1
1624,예가람저축은행,240030,회전정기예금,['영업점'],"* 만기후 1개월 이내 : 마지막 회전주기의 약정이율
* 만기후 1개월 초과 : 보통예금금리",없음,1,제한없음,1. 매 회전주기 기준 정기예금 12개월 고시금리 + 0.1%p 변동 2. 계약기간: 2~3년,202411010836,-1
1625,예가람저축은행,240031,e-회전정기예금,"['인터넷', '스마트폰']","* 만기후 1개월 이내 : 마지막 회전주기의 약정이율
* 만기후 1개월 초과 : 보통예금금리",없음,1,제한없음,1. 매 회전주기 기준 e-정기예금 12개월 고시금리 + 0.1%p 변동 2. 계약기간: 2~3년,202411010836,-1
1626,예가람저축은행,240038,The빠른회전정기예금(6개월),['영업점'],"* 만기후 1개월 이내 : 마지막 회전주기의 약정이율
* 만기후 1개월 초과 : 보통예금금리",없음,1,제한없음,"영업점 전용상품
* 계약기간 36개월(6개월 회전주기 변동금리 상품)",202410040955,-1
1627,예가람저축은행,240039,e-The빠른회전정기예금(6개월),"['인터넷', '스마트폰']","* 만기후 1개월 이내 : 마지막 회전주기의 약정이율
* 만기후 1개월 초과 : 보통예금금리",없음,1,제한없음,"인터넷뱅킹, 스마트폰
* 계약기간 36개월(6개월 회전주기 변동금리 상품)",202410040955,-1
1628,제이티저축은행,240046,회전식정기예금(변동금리상품),['영업점'],"-1개월 이내 : 예치시점 약정금리
-1개월 초과 : 0.1%","-최초가입일 금리는 1년간 적용되며, 이후 약정한 회전주기(12개월)별로 계약기간 내에서 이자율이 변동되는 상품임.",1,제한없음,현금IC카드 발급 불가 상품,202411150957,-1
1629,제이티저축은행,240048,회전정기예금_비대면(변동금리상품),"['인터넷', '스마트폰']","-1개월 이내 : 예치시점 약정금리
-1개월 초과 : 0.1%","-최초가입일 금리는 1년간 적용되며, 이후 약정한 회전주기(12개월)별로 계약기간 내에서 이자율이 변동되는 상품임.",1,제한없음,현금IC카드 발급 불가 상품,202411150957,-1
1630,제이티저축은행,240050,정기예금,['영업점'],"-1개월 이내 : 예치시점 약정금리
-1개월 초과 : 0.1%",-자동만기연장 가입 등 0.1% 금리우대 (12개월이상),1,제한없음,현금IC카드 발급 불가 상품,202411150957,-1
1631,제이티저축은행,240060,e-정기예금,"['인터넷', '스마트폰']","-1개월 이내 : 예치시점 약정금리
-1개월 초과 : 0.1%",없음,1,제한없음,현금IC카드 발급 불가 상품,202411150957,-1
1632,삼호저축은행,240032,정기예금(인터넷-모바일),"['인터넷', '스마트폰']","만기후 1개월 이내 해지시 약정금리 적용, 만기후 1개월 초과 이후 해지시 보통예금 이율적용",없음,1,없음,없음,202411190804,-1
1633,삼호저축은행,240038,정기예금,['영업점'],"만기후 1개월 이내 해지시 약정금리 적용, 만기후 1개월 초과 이후 해지시 보통예금 이율적용",없음,1,없음,없음,202411190804,-1
1634,엔에이치저축은행,24002,정기예금,['영업점'],"-1개월 이내: 지급 전일까지 해당 계좌의 약정금리와 기간별 적용금리 중 낮은 금리
-1개월 초과: 지급일 당시 보통예금 이율",없음,1,제한없음,없음,202411120846,-1
1635,엔에이치저축은행,24031,회전식 정기예금,"['영업점', '인터넷', '스마트폰']","-1개월 이내: 지급 전일까지 해당 계좌의 약정금리와 기간별 적용금리 중 낮은 금리
-1개월 초과: 지급일 당시 보통예금 이율",없음,1,제한없음,"-변동금리 상품: 가입기간은 36개월이며, 회전주기(매 1년)마다 약정이율 변동",202411120846,-1
1636,엔에이치저축은행,24502,비대면 정기예금,"['인터넷', '스마트폰']","-1개월 이내: 지급 전일까지 해당 계좌의 약정금리와 기간별 적용금리 중 낮은 금리
-1개월 초과: 지급일 당시 보통예금 이율",없음,1,제한없음,없음,202411120846,-1
1637,대신저축은행,TD,정기예금,"['영업점', '인터넷']","* 만기후 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규 약정이율 중 낮은이율
* 만기후 1개월 초과: 만기시점 보통예금 이율 (현재 0.1%)",없음,1,모든고객,없음,202410300800,-1
1638,대신저축은행,TD07 TB07,스마트정기예금,['스마트폰'],"* 만기후 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규 약정이율 중 낮은이율
* 만기후 1개월 초과: 만기시점 보통예금 이율 (현재 0.1%)",없음,1,스마트뱅크 가입고객,가입채널 제한 (모바일앱전용상품),202410300800,-1
1639,대신저축은행,TD21,더드리고정기예금,['영업점'],"* 만기후 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규 약정이율 중 낮은이율
* 만기후 1개월 초과: 만기시점 보통예금 이율 (현재 0.1%)",없음,1,만 65세이상 고객,영업점전용상품,202410300800,-1
1640,대신저축은행,TD22,대신든든정기예금,['영업점'],"* 만기후 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규 약정이율 중 낮은이율
* 만기후 1개월 초과: 만기시점 보통예금 이율 (현재 0.1%)",없음,1,모든고객,영업점전용상품,202410300800,-1
1641,대신저축은행,TD31,회전정기예금,['영업점'],"* 만기후 1개월 이내 : 마지막 회전주기의 약정이율나 만기시점 동일상품 신규 약정이율 중 낮은이율
* 만기후 1개월 초과: 만기시점 보통예금 이율 (현재 0.1%)",없음,1,모든고객,영업점전용상품,202410300800,-1
1642,대신저축은행,TD33,스마트회전정기예금,['스마트폰'],"* 만기후 1개월 이내 : 마지막 회전주기의 약정이율나 만기시점 동일상품 신규 약정이율 중 낮은이율
* 만기후 1개월 초과: 만기시점 보통예금 이율 (현재 0.1%)",없음,1,스마트뱅크 가입고객,가입채널 제한 (모바일앱전용상품),202410300800,-1
1643,아이비케이저축은행,240066,참기특한정기예금,"['영업점', '인터넷', '스마트폰']","-만기후 1개월 이내:약정금리와 현행고시 금리중 낮은 이율
-1개월미만 해지 및 만기경과 1개월 초과 : 보통예금이율",없음,1,제한없음,없음,202409020906,-1
1644,아이비케이저축은행,240071,참기특한정기예금(비대면),"['인터넷', '스마트폰']","-만기후 1개월 이내:약정금리와 현행고시 금리중 낮은 이율
-1개월미만 해지 및 만기경과 1개월 초과 : 보통예금이율",없음,1,"제한없음(단,비거주 외국인 제외)",없음,202409020906,-1
1645,아이비케이저축은행,240074,IBKSB 회전정기예금(변동금리),"['영업점', '인터넷', '스마트폰']","* 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율
* 만기경과 1개월 초과 : 보통예금 이율",없음,1,"제한없음(단,비거주 외국인 제외)",매 회전주기 기준 정기예금 고시금리+0.10%우대금리 적용하여 약정이율 변동,202407011051,-1
1646,아이비케이저축은행,240076,IBKSB e-회전정기예금(변동금리),"['인터넷', '스마트폰']","* 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율
* 만기경과 1개월 초과 : 보통예금 이율",없음,1,"제한없음(단,비거주 외국인 제외)",매 회전주기 기준 정기예금 고시금리+0.10%우대금리 적용하여 약정이율 변동,202407011051,-1
1647,아이비케이저축은행,240083,이어드림 회전정기예금(변동금리),['영업점'],"* 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율
* 만기경과 1개월 초과 : 보통예금 이율",없음,1,"제한없음(단,비거주 외국인 제외)",매 회전주기 기준 정기예금 12개월 고시금리+회차별 우대금리 적용하여 약정이율 변동,202407011051,-1
1648,비엔케이저축은행,BNK1001,정기예금(대면),['영업점'],"* 1개월내 
: 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용
* 1개월이후
: 보통예금 금리 적용","비대면, 인터넷,모바일 가입시 0.1%우대",1,제한없음,없음,202411110829,-1
1649,비엔케이저축은행,BNK1003,삼삼한정기예금(회전정기예금)(1년단위 변동금리),"['영업점', '인터넷', '스마트폰']","* 1개월내 
: 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용
* 1개월이후
: 보통예금 금리 적용",없음,1,제한없음,없음,202411110829,-1
1650,비엔케이저축은행,BNK1005,"정기예금(비대면,인터넷,모바일)","['인터넷', '스마트폰']","* 1개월내 
: 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용
* 1개월이후
: 보통예금 금리 적용",없음,1,제한없음,없음,202411110829,-1
1651,케이비저축은행,240000,정기예금,['영업점'],"- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","- 인터넷뱅킹 신규가입하여 출금계좌를 등록한 후 당일 창구 신규시 우대금리 연 0.1%p적용. 
단, 신규가입일 포함 14일 이내 타기관 공인인증서 미등록시 우대금리 적용해제",1,제한없음,"- 3~36개월 가입가능
- 가입금액 : 100만원이상",202411151306,-1
1652,케이비저축은행,240001,KB e-plus 정기예금,"['인터넷', '스마트폰']","- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율",없음,1,제한없음,"- 3~36개월 가입가능
- 가입금액 : 100만원이상",202411151306,-1
1653,케이비저축은행,240004,플러스회전식정기예금(대면),['영업점'],"- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율",-만 65세이상 첫가입시 최초 1계좌에 한하여 우대금리 연 0.1%p적용,1,제한없음,"- 가입기간 36개월로 매 회전주기(1년)마다 자동회전되는 회전정기예금(변동금리상품)
- 가입금액 : 100만원이상",202411151306,-1
